Ref,Title,FName,MName,LName,BDate,DDate,Male,Silent,CharTypeID,KnownAs,Comments,CDate,UDate,CName,UName
451,,Tess,,The Dog,10/08/1996 00:00,,0,1,,Tess,Assume died off air 2009,02/09/1999 00:00,05/27/09 11:47:17,DataEase,fishec50
452,,Sarah,,Smith,,,0,1,,,,02/09/1999 00:00,11/29/11 16:15:26,DataEase,fishec50
453,1,Alistair,James,Lloyd,,,1,0,,,Was born in 1962 - Shula and Alistair Married  24.12.98,02/09/1999 00:00,08/28/13 14:56:01,DataEase,fishec50
454,1,James,,Miller,,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
455,,Stefan,,the Sous chef,,,1,1,,,Sous chef at Grey Gables,02/09/1999 00:00,04/26/12 15:04:33,DataEase,fishec50
456,1,Hugh,,Stevens,,,1,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
457,1,,,Gilpin,,,1,1,,,,02/09/1999 00:00,04/15/99 14:22:11,DataEase,fishec50
458,1,Ginger,,Green,,,1,1,,,,02/09/1999 00:00,04/15/99 14:26:51,DataEase,fishec50
459,1,Oliver,Charles,Grenville,,01/21/65 00:00:00,1,0,,Charles,,02/09/1999 00:00,05/14/10 18:13:07,DataEase,fishec50
462,1,Harvey,Redver,Grenville,,,0,0,,Redvers St.John,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
463,2,Ann,,Grenville,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
464,,Debbie,,Glover,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
465,1,,,Goodman,,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
466,2,Frances,,Graham,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
467,2,Mabel,,Grange,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
468,1,Will,,Grange,,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
469,1,,,Granger,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
470,4,Michele,,Gravencin,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
471,2,,,Greenbow,,,0,1,,,,02/09/1999 00:00,04/15/99 14:27:36,DataEase,fishec50
472,1,Albert,Thomas,Griggs,,,1,1,,,,02/09/1999 00:00,04/15/99 14:29:22,DataEase,fishec50
473,1,Basil,,Grove,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
474,4,Meryl,,Grove,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
475,2,Valerie,,Grove,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
476,,Basil,,Guinness,,,0,0,,Lofty,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
477,1,,,Gwilliam,,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
478,1,Richard,Charle,Grenville,12/13/62 00:00:00,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
479,1,,,Cash,,,1,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
480,,Charlie,,Wilson,,,1,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
481,1,Harry,,Booker,,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
483,1,Bill,,Insley,10/01/2018 00:00,09/23/86 00:00:00,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
484,1,Damien,,Colleymore,,,1,1,,Droopy Drawers,Damien was born in 1976,02/09/1999 00:00,04/15/99 11:54:45,DataEase,fishec50
485,1,Matt,,Crawford,08/07/1947 00:00,,1,0,,Matt,"Matt was married (to Yvette) - now divorced
Matt is a member of the local golf club.",02/09/1999 00:00,06/25/13 10:02:53,DataEase,smitha49
486,,Ginger Spice,,The Cow,,,0,1,,,,02/09/1999 00:00,04/15/99 15:24:01,DataEase,fishec50
487,1,Keith,,Latimer,,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
488,,Joshua,Matthew,Archer,09/13/97 00:00:00,,1,0,,Josh,,02/09/1999 00:00,10/29/12 17:08:43,DataEase,fishec50
490,18,James,,Coverdale,04/13/48 00:00:00,,1,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
491,,Tibby & Tiger,,The Cats,,,0,1,,,2009 - both cats are dead off air,02/09/1999 00:00,05/19/09 16:22:03,DataEase,fishec50
492,,Posh Spice,,The Cow,,,0,1,,,,02/09/1999 00:00,04/15/99 15:24:07,DataEase,fishec50
493,,Imogen,,Ramsay,,,0,0,,,Health and Safety Inspector,02/09/1999 00:00,09/10/2008 14:57,DataEase,fishec50
494,1,Harry,,Mcintyre,,,1,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
495,1,Greg,,Turner,02/21/63 00:00:00,05/07/2004 00:00,1,0,,Greg,Greg was born in 1963,02/09/1999 00:00,01/17/08 16:35:17,DataEase,fishec50
497,,Eric,,The Pig,,,1,1,,,,02/09/1999 00:00,04/15/99 15:26:40,DataEase,fishec50
498,,Barry,,Patterson,,,1,1,,,Local - 1998,02/09/1999 00:00,04/07/2008 14:57,DataEase,fishec50
502,,Percy,,Cullimore,,,0,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
503,4,Morwenna,,Rosewarne,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
504,,Beryl,,Hayman,,,0,1,,,,02/09/1999 00:00,06/15/04 11:33:38,DataEase,fishec50
505,1,Ronald,,Hardwicke,,,1,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
507,,Gerald,,Pargetter,,04/28/88 00:00:00,0,0,,,,02/09/1999 00:00,11/17/04 12:53:26,DataEase,fishec50
509,1,Hugh,,Thorpe,,,1,1,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
511,,Peter,,Stephens,,,1,0,,,Peter was born in 1953,02/09/1999 00:00,08/10/2004 17:30,DataEase,fishec50
513,3,Phoebe,,Aldridge,06/28/98 00:00:00,,0,0,,,"Phoebe calls Hayley 'mum', when she's with Hayley, but no Kate present.
Phoebe calls Kate 'mum' when she's with Kate, but not with Hayley present. When speaking about Kate to Hayley, Phoebe refers to her as 'Kate'. When speaking about Hayley to Kate, Phoebe refers to her as 'Hayley'. When they are both together in the same room, Phoebe doesn't call them anything.",02/09/1999 00:00,08/14/12 17:07:16,DataEase,fishec50
514,11,Isabel,,Lander,,,0,0,,,,02/09/1999 00:00,02/09/1999 00:00,DataEase,DataEase
515,,Josie,,The mother,,,0,1,,Josie,,02/09/1999 00:00,04/26/12 17:03:53,DataEase,fishec50
516,,Becky,,the child,04/21/93 00:00:00,,0,1,,,,02/09/1999 00:00,04/26/12 15:05:27,DataEase,fishec50
517,23,Jim,,Lloyd,,,1,0,,,Alistair was born in 1962 (no birthday) Jim must have been born in 1930s,02/09/1999 00:00,03/26/13 12:40:54,DataEase,fishec50
518,,Fiona,,lloyd - Maiden name,,,0,1,,,Alistair's sister - Jim's daughter,02/09/1999 00:00,04/26/12 15:06:43,DataEase,fishec50
519,1,Percy,,Jordan,,08/13/85 00:00:00,1,0,,,,02/09/1999 00:00,02/20/06 17:08:52,DataEase,fishec50
520,1,Carl,,Swift,,,1,1,,,Carl the gamekeeper at Grey Gables,02/09/1999 00:00,04/10/2012 14:07,DataEase,fishec50
524,,Amelia,,Fitzpaine,,,0,1,,,Friend of Lynda's,02/11/1999 00:00,11/12/2007 12:08,DataEase,fishec50
525,,Amy,,Fry,10/26/96 00:00:00,,0,1,,,Bert's granddaughter,02/11/1999 00:00,08/04/2004 17:12,DataEase,fishec50
526,,Amy,,Kortchmar,,,0,1,,,,02/11/1999 00:00,04/15/99 14:52:12,DataEase,fishec50
527,,Andrew,,Pemberton,,,1,1,,,,02/11/1999 00:00,04/15/99 15:10:59,DataEase,fishec50
528,,Angela,,Richards,,,0,1,,,,02/11/1999 00:00,04/15/99 15:14:23,DataEase,fishec50
529,,Ann,,Carey,,,0,1,,,,02/11/1999 00:00,04/15/99 11:18:53,DataEase,fishec50
530,,Annie,,Gabriel,,,0,1,,,,02/11/1999 00:00,04/15/99 12:27:08,DataEase,fishec50
531,,Aslan,,the child of baggy,,,1,1,,,On of Baggy's many children,02/11/1999 00:00,04/26/12 15:07:00,DataEase,fishec50
532,,Astley,,Martindale,,,1,1,,,,02/11/1999 00:00,04/15/99 15:07:18,DataEase,fishec50
533,,Baroness,,Czorva,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
534,,Belinda,,Kortchmar,,,0,1,,,,02/11/1999 00:00,04/15/99 14:51:45,DataEase,fishec50
536,,Ben,,White,,,1,0,,,,02/11/1999 00:00,02/25/04 12:38:08,DataEase,fishec50
538,,Bess,,Mabbott,,,0,1,,,Rosieâ€™s oldest child,02/11/1999 00:00,08/23/11 12:52:26,DataEase,fishec50
539,,Beth,,the American,,,0,0,,,Beth has a Mum and Dad and baby sister,02/11/1999 00:00,04/26/12 15:07:31,DataEase,fishec50
540,,Betty,,Hood,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
541,,Bob,,Larkin,,02/21/57 00:00:00,0,0,,,,02/11/1999 00:00,06/23/10 12:59:27,DataEase,fishec50
542,,Bobo,,Snell,,,0,1,,,Robert's first wife,02/11/1999 00:00,10/18/00 12:42:51,DataEase,fishec50
543,,Bruno,,Smith,03/29/89 00:00:00,,1,0,,,Son of Snatch,02/11/1999 00:00,04/25/05 11:40:48,DataEase,fishec50
545,,Buttercup,,the child of baggy,,,0,1,,,,02/11/1999 00:00,04/26/12 15:07:54,DataEase,fishec50
546,,Camilla,,Burnham,,,0,1,,,Nigel's little sister,02/11/1999 00:00,09/10/2008 17:20,DataEase,fishec50
547,,Cecil,,Richards,,,0,1,,,,02/11/1999 00:00,04/15/99 15:14:38,DataEase,fishec50
549,,Cheryl,,Green,,,0,1,,,,02/11/1999 00:00,04/15/99 14:27:19,DataEase,fishec50
550,,China,,the child of baggy,,,0,1,,,,02/11/1999 00:00,04/26/12 15:08:24,DataEase,fishec50
551,,Chloe,,Barlowe,,,0,1,,,Sophie's sister,02/11/1999 00:00,02/15/02 10:54:06,DataEase,fishec50
552,,Clarence,,the child of baggy,,,0,1,,,,02/11/1999 00:00,04/26/12 15:08:44,DataEase,fishec50
553,,Clive,,Woodstock,,,1,1,,,,02/11/1999 00:00,04/15/99 15:53:18,DataEase,fishec50
554,,Dai,,Lewis,,,1,1,,,,02/11/1999 00:00,04/15/99 14:58:25,DataEase,fishec50
555,,Danny,,Kortchmar,,,1,1,,,,02/11/1999 00:00,04/15/99 14:52:00,DataEase,fishec50
556,,David,,Mabbott,,,0,1,,,David is younger than Bess,02/11/1999 00:00,08/23/11 12:51:54,DataEase,fishec50
557,,Dennis,,Mabbott,,,1,1,,,,02/11/1999 00:00,04/15/99 14:59:51,DataEase,fishec50
559,,Dick,,Richard,,,1,0,,,Reporter on The Borchester Echo in the 1950s,02/11/1999 00:00,09/21/06 12:38:29,DataEase,fishec50
560,,Dolly,,Bent,,,0,1,,,,02/11/1999 00:00,04/15/99 11:09:19,DataEase,fishec50
561,,Dorothy,,Arnold,,,0,0,,,Dorothy married Andrew Sinclair 25/11/64,02/11/1999 00:00,04/15/99 11:00:36,DataEase,fishec50
562,,Doughy,,Hood,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
564,,Edward,George,Forrest,01/10/2002 00:00,01/17/20 00:00:00,1,1,,Ted,Tom and Doris's brother,02/11/1999 00:00,09/24/13 12:38:03,DataEase,fishec50
566,,Ellen,,Barford,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
567,,Fallon,,Rogers,06/19/85 00:00:00,,0,0,,,,02/11/1999 00:00,02/13/02 14:35:35,DataEase,fishec50
570,,Frank,,Archer,,,1,1,,,,02/11/1999 00:00,04/15/99 10:46:10,DataEase,fishec50
571,,Gemma,,the friend of Kirsty,,,0,1,,,,02/11/1999 00:00,04/26/12 15:09:21,DataEase,fishec50
572,1,George (dead),,Grundy,,,1,1,,,Joe's father.,02/11/1999 00:00,08/24/12 16:00:42,DataEase,fishec50
573,,George,,Richards,,,1,1,,,Sharon's brother.,02/11/1999 00:00,06/22/99 16:53:32,DataEase,fishec50
574,,Gwen,,Evans,,,0,1,,,,02/11/1999 00:00,10/15/04 16:04:30,DataEase,fishec50
575,,Harry,,Rodgers,,,1,1,,,,02/11/1999 00:00,04/15/99 15:16:36,DataEase,fishec50
576,,Herbert,,Lily,,,1,1,,,,02/11/1999 00:00,04/15/99 14:59:17,DataEase,fishec50
577,,Jane,,Hood,,,0,1,,,,02/11/1999 00:00,04/15/99 14:41:19,DataEase,fishec50
580,,Jimmy,,Grange,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
581,,Joan,,Hood,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
582,,Joan,,Richards,,,0,1,,,,02/11/1999 00:00,04/15/99 15:14:53,DataEase,fishec50
583,,Joby,,Woodford,,01/07/1983 00:00,1,0,,,,02/11/1999 00:00,04/13/10 10:48:46,DataEase,fishec50
584,,John,,Dean,,,1,1,,,,02/11/1999 00:00,04/15/99 12:01:59,DataEase,fishec50
585,,Johnnie,,Martin,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
586,,Judith,,Pemberton,,,0,1,,,Guy's late wife,02/11/1999 00:00,02/03/2003 12:18,DataEase,fishec50
587,,Juliet,,Hood,,,0,1,,,,02/11/1999 00:00,04/15/99 14:42:18,DataEase,fishec50
589,,Karen,,Barford,,,0,1,,,,02/11/1999 00:00,04/15/99 11:04:02,DataEase,fishec50
590,,Kit,,Grundy,,,0,1,,,,02/11/1999 00:00,04/15/99 10:35:30,DataEase,fishec50
591,,Lester,,Nicholson,,03/18/70 00:00:00,1,0,,Nick,,02/11/1999 00:00,07/07/1999 13:03,DataEase,fishec50
593,,Lisa,,Forrest,,,0,1,,,Doris's mother,02/11/1999 00:00,09/24/13 12:35:43,DataEase,fishec50
594,,Liz,,Cartwright,,,0,1,,,,02/11/1999 00:00,04/15/99 11:51:50,DataEase,fishec50
595,2,Lizzie,,Larkin,,09/19/80 00:00:00,0,0,,,Jethro's wife - Clarrie's mum,02/11/1999 00:00,09/30/11 14:23:29,DataEase,fishec50
596,,Mable,,Larkin,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
597,,Molly,,Bone maiden name,,,0,1,,,Caroline's sister,02/11/1999 00:00,04/26/12 15:10:02,DataEase,fishec50
598,,Mr,,Martindale,,,1,1,,,,02/11/1999 00:00,04/15/99 15:06:51,DataEase,fishec50
599,,Mr,,Walker,,,1,1,,,,02/11/1999 00:00,04/15/99 15:44:28,DataEase,fishec50
600,,Mrs,,Knowles,,,0,1,,,,02/11/1999 00:00,04/15/99 14:51:26,DataEase,fishec50
601,,,,Martindale,,,0,1,,,,02/11/1999 00:00,04/15/99 15:06:44,DataEase,fishec50
602,,Mrs.,,Fairbrother,,,0,1,,,,02/11/1999 00:00,04/15/99 12:14:35,DataEase,fishec50
603,,Nancy,,Tarrant,,,0,1,,,,02/11/1999 00:00,04/15/99 15:23:17,DataEase,fishec50
604,,Ned,,Larkin,,,1,0,,,Clarrie's grandfather,02/11/1999 00:00,12/07/2010 16:18,DataEase,fishec50
605,,Olwyn,,Lewis,,,0,1,,,,02/11/1999 00:00,04/15/99 14:58:10,DataEase,fishec50
606,,Paddy,,Redmond,,,1,0,,Red,,02/11/1999 00:00,04/15/99 15:12:55,DataEase,fishec50
607,1,Paul,,Johnson,01/10/1931 00:00,05/09/1978 00:00,1,0,,,,02/11/1999 00:00,06/08/2001 10:10,DataEase,fishec50
608,,Percy,,Hood,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
610,,Phoebe,,Archer,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
613,,Reggie,,Trentham,,,1,0,,,Married Val 21/1/1953. He was dead by 1964,02/11/1999 00:00,10/30/13 11:58:17,DataEase,fishec50
614,,Reginald,,Hebden,,,1,1,,,94 in 2013,02/11/1999 00:00,03/12/2013 16:46,DataEase,fishec50
615,,Rex,,Carey,,,0,1,,,,02/11/1999 00:00,04/15/99 11:19:11,DataEase,fishec50
616,,Robert,,Cartwright,,,0,1,,,,02/11/1999 00:00,04/15/99 11:51:41,DataEase,fishec50
619,,Septimus,,Grundy,,,1,1,,,,02/11/1999 00:00,04/15/99 10:36:08,DataEase,fishec50
620,,Silas,,Winter,,,1,1,,,Silas had an affair wth Mary Pound,02/11/1999 00:00,04/10/2007 12:43,DataEase,fishec50
621,,Simon,,Bone,,,1,1,,,Caroline's brother,02/11/1999 00:00,03/11/2004 17:06,DataEase,fishec50
623,,Simone,,Archer,,,0,1,,,,02/11/1999 00:00,04/15/99 10:49:31,DataEase,fishec50
624,,Stan,,Derby,,,1,1,,,Tom's butcher left in 2005,02/11/1999 00:00,05/15/12 10:04:12,DataEase,fishec50
625,,Sunshine,,the child of baggy,,,0,1,,,,02/11/1999 00:00,04/26/12 15:10:34,DataEase,fishec50
626,,Susan,,Harvey,,,0,1,,,,02/11/1999 00:00,04/15/99 14:34:31,DataEase,fishec50
627,,Susan,,Larkin,,,0,0,,,,02/11/1999 00:00,02/11/1999 00:00,DataEase,DataEase
630,,Terry,,Cartwright,,,0,1,,,,02/11/1999 00:00,04/15/99 11:52:05,DataEase,fishec50
631,,Tim,,Bone,,,0,1,,,Born 1960,02/11/1999 00:00,09/22/05 16:48:09,DataEase,fishec50
632,,Tiona,,Barlow,,,0,1,,,,02/11/1999 00:00,11/20/06 14:54:04,DataEase,fishec50
633,,Trevor,,Fry,,,1,1,,,"Bert's son married first daughter Amy born October 1996.
Trevor's birthday is on the 2nd of the month",02/11/1999 00:00,10/15/04 15:37:48,DataEase,fishec50
634,,Val,,Collard,,,0,1,,,,02/11/1999 00:00,04/15/99 11:54:35,DataEase,fishec50
637,,Will,,Harris,,,1,1,,,A distant cousin of Pru's who worked with Tom on the Bellamy Estate,02/11/1999 00:00,09/09/2008 10:02,DataEase,fishec50
638,,William,,Forrest,,,1,1,,,Doris's father,02/11/1999 00:00,09/24/13 12:35:56,DataEase,fishec50
640,,Hilda,,The Aunt,,08/09/2007 00:00,0,1,,,Hilda a distant aunt to Eddie and Alf Grundy on their mother's side. She lived in Aberdeen,02/12/1999 16:19,04/26/12 15:11:01,fishec50,fishec50
643,5,Tim,,Hathaway,02/04/1960 00:00,,1,0,,Tim,Tim used to work in London as a GP but he trained in the army. Married Janet 3/5/03,02/23/99 11:34:07,07/20/05 10:39:27,fishec50,fishec50
644,4,Anne,,Baxter,,,0,1,,,Anne Baxter runs a dairy not far from Ambridge. They make their own cheese. Helen will be working there for her placement.,02/23/99 14:29:08,02/23/99 14:29:09,fishec50,fishec50
645,1,Colin,,Kennedy,,,1,1,,,"Colin works at Bridge Farm.
""knocking on 70"" in 2009",03/12/1999 16:49,09/29/09 15:54:51,fishec50,fishec50
646,,Alex,,Winter,,,0,1,,,Alex is the Artist Elizabeth found.,03/19/99 16:01:52,04/20/99 11:35:53,fishec50,fishec50
647,2,,,Pringle,,,0,1,,,Mrs Pringle is a regular guest at Grey Gables,03/19/99 16:39:08,04/15/99 15:12:27,fishec50,fishec50
649,,Siobhan,,Donovan,06/13/65 00:00:00,05/31/07 00:00:00,0,0,,,Siobhan's married name was Hathaway - she now uses her maiden name of Donvan,03/29/99 16:27:12,06/04/2007 16:27,fishec50,fishec50
650,,Niamh,,the sister of Siobhan,,,0,1,,,Siobhan's sister,03/30/99 11:50:17,04/26/12 15:11:22,fishec50,fishec50
651,1,Neville,,Booth,,,1,1,,,Bell ringer born in 1949,04/07/1999 12:01,03/30/07 14:42:20,fishec50,fishec50
652,,Sonia,,Bartlett,,,0,1,,,Sonia is the daughter in the Bartlett family who come and stay at Jill's B&B,04/09/1999 15:57,04/09/1999 15:58,fishec50,fishec50
653,,Cindy,,the personal trainer,,,0,1,,,Cindy works at Sid's gym. She is very attractive,04/15/99 16:15:19,04/26/12 17:01:34,fishec50,fishec50
654,,Duncan,,plays cricket,,,1,1,,,Friend of Roberts who plays cricket for Ambridge,04/15/99 16:27:45,04/26/12 15:12:08,fishec50,fishec50
655,1,Lewis,Montague,Carmichael,,,1,0,,,,05/12/1999 17:00,11/01/2005 16:11,fishec50,fishec50
656,,Chocolate,,The Pony,,,0,1,,,,05/14/99 14:32:05,05/14/99 14:32:06,fishec50,fishec50
657,,Dawn,Elizabeth,Porrit,,,0,0,,,Alice Aldridge's nanny lives in at Home Farm,05/14/99 17:25:10,11/13/07 11:19:47,fishec50,fishec50
658,4,Kirsty,,Miller,,,0,0,,,Tommy Archer's ex girlfriend - she has dark hair,06/21/99 15:55:03,05/23/08 17:04:12,fishec50,fishec50
659,,Amanda,,the dairymaid,,,0,1,,,Amanda starts work at The Dairy she's Tracy's replacemen,06/28/99 15:18:53,04/26/12 15:12:44,fishec50,fishec50
660,,Andy,,the farmworker,,,1,1,,,Works on Home Farm with Jeff,07/14/99 11:19:29,06/14/13 11:31:45,fishec50,fishec50
661,,Grey Silk,,The Horse,,,1,1,,,,07/14/99 14:16:39,07/14/99 14:16:39,fishec50,fishec50
662,,Joseph,,The cow,12/26/96 00:00:00,,1,1,,,,07/14/99 17:24:49,02/08/2000 10:03,fishec50,fishec50
663,1,Wayne,,Foley,,,0,0,,,,08/13/99 16:28:14,08/13/99 16:28:14,fishec50,fishec50
664,,,,Thorpe,,,0,0,,,,08/13/99 16:34:42,08/13/99 16:34:43,fishec50,fishec50
665,1,,,Hannan,,,0,0,,,,08/20/99 10:23:02,08/20/99 10:23:06,fishec50,fishec50
666,24,,,Bridgewater,,,0,0,,,,08/20/99 12:47:48,08/20/99 12:48:40,fishec50,fishec50
667,,Fat Paul,,Blocker,,,0,1,,,Friend of Eddie's,09/08/1999 10:03,01/22/09 11:35:53,fishec50,fishec50
668,5,Lynn,,Adams,,,0,0,,,"Doctor Lynn Adams a molecular biologist who specialises in gene transfer in pollen,",09/30/99 10:37:08,04/02/2003 17:11,fishec50,fishec50
669,,Andrew,,the friend,,,1,1,,,Andrew is Kirsty's friend,10/21/99 16:29:40,04/26/12 15:13:20,FISHEC50,fishec50
670,1,Patrick,,Taylor,,,1,0,,,,10/21/99 16:33:10,04/02/2003 17:25,FISHEC50,fishec50
671,,Henry,,the baby,,,1,1,,,"Henry is looked after by Hayley, he was born in  February1999",10/27/99 16:38:17,04/26/12 15:13:31,FISHEC50,fishec50
672,,Corinne,,Holford,,,0,0,,,,11/08/1999 10:21,11/08/1999 10:21,FISHEC50,FISHEC50
674,1,,,Rose,,,1,0,,,Lizzie's consultant for the birth of her twins,11/08/1999 10:39,11/08/1999 10:41,FISHEC50,FISHEC50
675,,Colin,,Finch,,,1,0,,,,11/08/1999 10:59,11/08/1999 11:06,FISHEC50,FISHEC50
676,,Michael,,Parrish,,,1,0,,,,11/08/1999 11:07,11/08/1999 11:07,FISHEC50,FISHEC50
677,,Fly,,The Dog,03/10/1992 00:00,05/13/12 00:00:00,1,1,,,Home Farm dog,11/08/1999 15:16,05/25/12 11:51:53,FISHEC50,fishec50
678,,Reg,,the farmer,,,1,1,,," Reg, the retiring farmer, is going to take over the rare breeds",12/13/99 11:43:56,04/26/12 15:13:47,fishec50,fishec50
679,,Beverley,,the corporate manager,,,0,0,,,,12/13/99 12:39:42,04/26/12 15:15:26,fishec50,fishec50
680,,Frederick,Hugo,Pargetter,12/12/1999 00:00,,1,0,,Freddie,,01/14/00 14:52:51,05/06/2009 12:22,fishec50,fishec50
681,,Lily,Rosalind,Pargetter,12/12/1999 00:00,,0,0,,,,01/14/00 14:55:02,06/01/2010 12:17,fishec50,fishec50
682,1,Gregory,,Salt,01/01/1941 00:00,,1,0,,Greg,,01/20/00 12:36:57,01/20/00 12:46:41,fishec50,fishec50
683,1,Mike,,Butcher,,,1,1,,,,02/15/00 17:17:46,02/15/00 17:17:53,fishec50,fishec50
684,,Liam,,the shop manager,,,1,1,,,Liam shop manager at Lower Loxley,02/29/00 17:21:47,04/26/12 15:15:56,fishec50,fishec50
685,,Harry,,The Hamster,,,1,1,,,,03/08/2000 15:35,03/08/2000 15:35,fishec50,fishec50
686,1,Andy,,Foster,,,1,0,,, Andy Foster an assistant official receiver. For The Grundys bankruptcy case,03/16/00 11:30:07,03/16/00 11:45:33,fishec50,fishec50
687,1,Charles,,Waring,,,1,0,,,,03/16/00 11:46:32,03/16/00 11:48:01,fishec50,fishec50
688,,Baby Spice,,The Cow,,,0,1,,,Calf from Posh Spice,03/16/00 12:36:47,02/28/08 16:47:01,fishec50,fishec50
691,,Trevor,,The Housing Officer,,,1,0,,Housing Officer,,03/20/00 11:06:52,04/26/12 17:03:24,fishec50,fishec50
692,5,,,Beck,,,0,0,,,,03/20/00 11:18:52,03/20/00 11:22:43,fishec50,fishec50
693,,Anthony,,The accountant,,,1,0,,,The accountant,03/20/00 17:10:53,04/26/12 15:16:25,fishec50,fishec50
695,1,Ted,,Burns,,,1,0,,,,04/11/2000 10:29,04/11/2000 10:29,fishec50,fishec50
696,1,Bill,,Slater,,11/15/51 00:00:00,1,0,,,Bill is Peggy's 25 year old cousin,05/05/2000 14:51,12/14/06 14:55:34,fishec50,fishec50
697,,Jazzer,,McCreary,,,1,0,,,His name is Jack but he never uses it,05/23/00 16:06:26,11/28/02 17:45:57,fishec50,fishec50
698,,Meg,,The Dog,09/08/1999 00:00,07/07/2013 00:00,0,1,,,William's gun dog,05/26/00 12:19:56,10/15/13 16:33:44,fishec50,fishec50
699,,Pedro,,the Spaniard,,,1,0,,,Shula's Spanish boyfriend,06/06/2000 16:13,04/26/12 15:19:03,fishec50,fishec50
700,,Nathan,,the builder,,,1,1,,,Builder,06/08/2000 10:56,04/26/12 15:19:12,fishec50,fishec50
701,,Leo,,The Dog,,,1,1,,,Caroline's Great Dane  dead,06/19/00 15:21:40,02/24/12 11:38:16,fishec50,fishec50
702,,Lance,,the boyfriend,,,1,1,,,Ex boyfriend of Caroline's,06/19/00 15:50:15,04/26/12 15:19:23,fishec50,fishec50
703,,Doughnut,,The Deer,,,0,1,,,Caroline's fawn from 1980,06/19/00 17:58:52,11/10/2005 10:06,fishec50,fishec50
704,,Mel,,Harrison,,,0,1,,,"Winter 2004 Kenton said  Mel was 34 so born 1970
Mel remarried in 2008  - maiden name Hardiment - when their child was born she was married to Kenton and would have used the surname Archer.",06/28/00 12:29:00,08/06/2013 14:31,fishec50,fishec50
705,,Steve,,Harris,,,1,1,,,,06/30/00 17:03:34,06/30/00 17:03:34,fishec50,fishec50
706,,Chris,,Webb,,,1,1,,,,06/30/00 17:25:17,06/30/00 17:25:17,fishec50,fishec50
707,,Mickey,,Walsh,,,1,1,,,,08/04/2000 10:26,08/04/2000 10:30,fishec50,fishec50
708,,Peter,,the shop assistant,,,1,1,,,Shop assistant at Ambridge Organics,09/13/00 15:22:29,04/26/12 14:42:35,fishec50,fishec50
709,,Anya,,the shop assistant,04/12/1975 00:00,,0,1,,,,09/13/00 15:27:03,04/26/12 15:19:50,fishec50,fishec50
710,,Len,,Thomas,,,1,0,,,Farm hand at Brookfield 1953 - Welsh,09/19/00 16:20:19,07/13/11 10:31:59,fishec50,fishec50
